Id;RowState;InsDate;InsUserId;UpdDate;UpdUserId;BrandId;Descr;ExtendedDescr;ProductTypeId;TyTypeId;TySeasonId;TyManufactureTypeId;WhSpokes;WhManufactureTypeId;WhManufacturePieces
93;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;67;10 CG13;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
94;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;67;10 D 13;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
95;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;166;10.0/75-15.3;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
96;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;181;10.0/75-15.3 V.G. TRELLEBORG;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
97;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 66,45-57,1;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
98;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 66,45-57,1 + BULLONI M14x1,5 L27 CH17 SF14;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
99;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 66,45-57,1 + BULLONI M14x1,5 L30 CH17 SF14;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
100;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 66,5-57,1 + BULLONI M14x1,5 L28 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
101;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 66,5-57,1 + BULLONI M14x1,5 L30 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
102;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-56,1 + DADI M12x1,25 CH19 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
103;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-57,1 + BULLONI M14x1,5 L28 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
104;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-57,1 + BULLONI M14x1,5 L30 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
105;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-60,1 + BULLONI M12x1,5 L26 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
106;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-60,1 + DADI M12x1,25 CH19 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
107;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-60,1 + DADI M12x1,5 CH21 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
108;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-63,4;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
109;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-63,4 + BULLONI M14x1,5 L30 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
110;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-63,4 + BULLONI M14x1,5 L33 CH19 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
111;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-63,4 + DADI M12x1,5 CH19 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
